0	907
0	2348
0	1115
1	2039
1	1006
1	370
1	3469
1	452
1	2259
2	2956
2	1645
2	552
2	1771
2	3242
2	2207
3	2903
3	2161
3	2005
3	3520
3	2904
3	1010
4	1925
4	1355
4	1341
4	1244
4	249
4	3426
5	730
5	3435
5	3565
5	2019
5	3245
5	1412
6	1293
6	1254
6	2889
6	3095
6	2085
6	687
7	3495
7	2012
7	3506
7	3083
7	1416
7	2542
8	1441
8	3529
8	1415
8	734
8	2006
8	489
9	1127
9	2151
9	2119
9	1011
9	101
9	3519
10	859
10	2280
10	2092
10	610
10	1020
10	3129
11	2817
11	3319
11	1223
11	2355
11	1141
11	579
12	3176
12	1709
12	1221
12	3144
13	114
13	658
13	390
13	3369
13	2141
13	112
14	1407
14	1057
14	2444
14	3350
14	1652
14	2494
15	198
15	310
15	765
15	1809
15	2111
15	2254
16	1801
16	2023
16	2227
16	2276
16	3227
16	1842
17	3140
17	1474
17	2255
17	2416
17	2707
17	2448
18	2790
18	701
18	67
18	2089
18	2778
18	2943
19	576
19	57
19	314
19	1608
19	1212
19	561
20	2420
20	2629
20	1510
20	3304
20	2642
21	2043
21	2638
21	1142
21	2461
21	186
21	1507
22	2011
22	121
22	2001
22	1724
22	2150
22	63
23	1969
23	2933
23	1522
23	2936
23	1280
23	1045
24	558
24	1778
24	1700
24	253
24	1863
24	2179
25	745
25	2847
25	2871
25	2405
25	3560
25	323
26	1364
26	3266
26	3363
26	279
26	925
26	451
27	640
27	2898
27	1302
27	1622
27	3555
27	612
28	3489
28	852
28	294
28	3304
28	3314
28	3341
29	2730
29	3296
29	2317
29	2493
29	2035
29	579
30	1351
30	3305
30	138
30	1699
30	3225
30	3106
31	1351
31	967
31	355
31	2084
31	1425
31	2241
32	46
32	642
32	1535
32	556
32	2519
32	981
33	3140
33	3398
33	812
33	1653
33	385
33	2574
34	1133
34	943
34	662
34	1588
34	2094
34	702
35	148
35	3081
35	477
35	2602
35	2768
35	2156
36	1361
36	516
36	1407
36	1020
36	1378
36	3012
37	2524
37	3371
37	3503
37	1060
37	3254
37	1751
38	2971
38	1397
38	1153
38	2090
38	2978
38	862
39	263
39	3307
39	3386
39	2945
40	432
40	958
40	1103
41	364
41	887
41	2923
41	1920
41	1505
41	1340
42	727
42	1029
