0	1054
0	480
0	392
0	2107
0	2314
0	3538
1	2319
1	2179
1	1486
1	1611
1	687
1	2858
2	578
2	1707
2	3018
2	2269
2	3308
2	1835
3	1059
3	2967
3	2075
3	2232
3	2964
3	3589
4	1794
4	440
4	1909
4	2830
5	268
5	3494
5	1299
5	1396
5	1991
5	1410
6	3633
6	2088
6	3504
6	765
7	1309
7	2155
7	2951
7	1350
7	726
7	3161
8	3566
8	3577
8	1470
8	3148
8	2606
8	2083
9	1499
9	2076
9	516
9	3597
9	770
9	1469
10	1180
10	110
10	3588
10	2222
10	1060
10	2188
11	899
11	3192
11	1069
11	642
11	2162
11	2339
12	608
12	3382
12	1195
12	2874
12	2412
12	1276
13	1274
13	3244
13	3210
13	325
13	1770
13	2064
14	693
14	128
14	126
14	410
14	2212
14	3434
15	1106
15	2503
15	2556
15	1462
15	3413
15	1713
16	216
16	329
16	800
16	2180
16	1877
16	2310
17	2093
17	2287
17	1872
17	1912
17	2334
17	3292
18	3452
18	3356
18	785
19	1530
19	2771
19	2475
19	2311
19	2508
19	3206
20	2846
20	740
20	2159
20	72
20	3003
20	2834
21	1668
21	1262
21	333
21	604
21	588
21	61
22	538
22	2255
22	928
22	3282
23	1965
23	2692
23	2479
23	1571
23	2705
23	3368
24	2701
24	2111
24	1568
24	2525
24	1196
24	205
25	2071
25	1785
25	2082
25	135
25	68
25	2221
26	1336
26	2035
26	2997
26	1582
26	2994
27	1929
27	585
27	272
27	1760
27	1842
27	2247
28	2932
28	343
28	781
28	2906
28	2463
28	3628
29	300
29	3427
29	1420
29	970
29	3332
29	478
30	1557
30	1325
30	2474
30	2079
31	672
31	2959
31	1682
31	644
31	1361
31	3623
32	314
32	3368
32	3377
32	890
32	3404
32	3560
33	2789
33	608
33	3358
33	2104
33	2555
33	2374
34	1406
34	3369
34	1758
34	152
34	3174
34	3290
35	376
35	1480
35	2299
35	1406
35	2154
35	1016
36	582
36	2583
36	1595
36	50
36	674
36	1029
37	849
37	3206
37	2638
37	3469
37	1714
37	407
38	697
38	990
38	1185
38	1651
38	741
38	2164
39	163
39	2667
39	505
39	2824
39	2227
39	3146
40	1069
40	544
40	3075
40	1416
40	1435
40	1462
41	3436
41	1812
41	1109
41	3574
41	2587
41	3319
42	3033
42	3042
42	2160
42	902
42	1452
42	1205
43	3452
43	3371
43	3006
44	1083
44	457
44	3163
44	1158
44	1730
44	1006
45	927
45	387
45	1986
45	1565
45	1395
45	2985
46	762
46	567
46	1076
46	995
46	339
46	2426
47	690
47	3550
47	2960
47	2418
47	2859
47	2605
48	2338
48	708
48	2745
48	3383
48	2143
48	292
49	1874
49	3010
49	1633
49	1518
49	1061
49	3593
50	1066
50	1172
50	2583
50	905
50	1029
51	3422
51	2022
51	149
51	724
51	2736
51	1389
52	646
52	2727
52	1428
52	922
52	2236
52	2189
53	2500
53	1459
53	1186
53	1151
53	1098
54	972
54	619
54	2975
54	71
54	613
54	3567
55	2926
55	3613
55	686
55	166
55	3571
55	1292
56	1445
56	1939
56	3277
56	1591
56	3312
56	1373
57	1660
57	2018
57	324
57	1886
57	982
57	1614
58	1839
58	1279
58	2895
58	2838
58	232
58	116
59	509
59	1648
59	95
59	2217
59	1085
59	1114
60	1347
60	1222
60	1409
60	999
60	2085
60	373
61	604
61	588
61	3091
61	3204
61	847
62	2600
62	2907
62	2905
63	3631
63	2278
63	1868
63	2165
63	3273
63	3064
64	111
64	520
64	858
